node_id,title,community_id,community_label,degree,color
3585,[BUG] Can't Open Claude Code,23,Bug Freeze NotWorking IgnoringInstructio,24,#E74C3C
3589,[Bug] Excessive token consumption without corresponding output generation,19,TokenUsageIssues BillingIssues TimeoutIs,10,#F1C40F
3592,"Bug: Claude Code ignores explicit user instructions (working directory), wasting tokens and money",23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
3597,[BUG] Claude Code extremely slow- Conversation disapearing begining of session but still running - 30min+ for a small plan mode.,12,memory_leak kernel_allocation api_error ,1,#2ECC71
3618,I'm ready to help you generate a GitHub issue title for Claude Code. Please share the bug report or issue details you'd like me to create a title for.,17,"1 Bug Report Details
2 Feature Request D",8,#795548
3621,[BUG] Claude Code Not responding from last 1 hour,23,Bug Freeze NotWorking IgnoringInstructio,14,#E74C3C
3631,[Bug] Session hangs with excessive token consumption and no output progress,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
3650,[BUG] API Error / Rate limit reached,2,AnthropicAPI_RateLimitError,32,#1ABC9C
3668,"[Bug] Claude hangs indefinitely on simple tasks, requires cancellation to resume",23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
3671,[Bug] Unexpected excessive API usage consumption,19,TokenUsageIssues BillingIssues TimeoutIs,10,#F1C40F
3686,Chrome extension: first native messaging connection always fails,10,Chrome_Connection_Issues,4,#E67E22
3692,"[Bug] Model switching to ""opusplan"" fails after selecting sonnet[1m], opus[1m], or haiku",6,Model_Issues Token_Consumption Downgrade,1,#FF9800
3712,[Bug] Unexpectedly High API Usage and Rate Limit Hits,19,TokenUsageIssues BillingIssues TimeoutIs,9,#F1C40F
3719,[Bug] Prompt Cache causes excessive token consumption (10-20x inflation),14,ExcessiveTokenConsumption PromptCacheIss,7,#2196F3
3727,[BUG] 500 ERROR while using Extra Usage,15,InternalServerError500,1,#00BCD4
3730,[Bug] Excessive API usage consumption and degraded response performance,19,TokenUsageIssues BillingIssues TimeoutIs,5,#F1C40F
3744,Excessive token consumption after recent updates (Max plan),19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
3750,Claude in Chrome: MCP client never connects to native host bridge socket on Linux,10,Chrome_Connection_Issues,16,#E67E22
3762,"[BUG] Bug: Rate limit errors on Pro Plan at 26% usage — rate limit stuck per-session, contradicts documentation",24,RateLimitIssuesProSubscription,2,#4CAF50
3773,[Bug] Unexpected token usage depletion exceeding expected limit,19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
3791,Sonnet 4.6 1M context unavailable on Max x20 plan — v2.1.87 [BUG],6,Model_Issues Token_Consumption Downgrade,1,#FF9800
3794,[BUG]  Max Plan 5x Phantom Consumption and Large Token Usage Increased Without Config Changes,19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
3800,"[BUG]  20x Max Plan User Hitting ""Extra Usage"" Limits After Single Session - Severe Regression",11,rate_limit_issues usage_limits max_plan_,1,#FF5252
3801,Max Plan: Token usage increased ~3-5x without any configuration change (since ~March 28-29),19,TokenUsageIssues BillingIssues TimeoutIs,2,#F1C40F
3803,"Max plan: usage exhausted abnormally fast, twice in one day (March 31)",11,rate_limit_issues usage_limits max_plan_,1,#FF5252
3853,[Bug] Unexpectedly high API usage consumption (9% of max plan),19,TokenUsageIssues BillingIssues TimeoutIs,3,#F1C40F
3910,[Bug] Excessive token consumption rate - usage depleting faster than expected,19,TokenUsageIssues BillingIssues TimeoutIs,34,#F1C40F
3940,[BUG] Usage limit reached in 10 minutes,13,BUG_USAGE_LIMITS,4,#F06292
3948,[BUG] Excessive token consumption,19,TokenUsageIssues BillingIssues TimeoutIs,35,#F1C40F
3965,[BUG] Claude Code Terminal - API Error: Rate limit reached despite low usage (Pro account),12,memory_leak kernel_allocation api_error ,2,#2ECC71
3967,Max plan: sonnet[1m] requires extra usage but opus[1m] is included - inconsistent,6,Model_Issues Token_Consumption Downgrade,2,#FF9800
3968,[BUG] Incorrect token limit exceeded error despite low usage,19,TokenUsageIssues BillingIssues TimeoutIs,4,#F1C40F
3987,"[BUG] claude code - Usage Limits Show 0% Daily But 41% Weekly, Rate Limited Despite No Activity — Phantom Usage Consuming Paid Max 20x Quota",12,memory_leak kernel_allocation api_error ,1,#2ECC71
3992,/model command does not show 1M context variants and resets opus[1m] to standard opus,3,Opus_46_Issues Context_Limit Token,1,#9B59B6
4002,Claude Code repeatedly ignores explicit read-only/no-changes instructions,23,Bug Freeze NotWorking IgnoringInstructio,4,#E74C3C
4003,[Bug] Claude ignores plan mode and continues executing despite acknowledgment,23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
4053,[Bug] Rate limit consumption exceeds expected rate on 20x max plan,11,rate_limit_issues usage_limits max_plan_,1,#FF5252
4059,[BUG] Claude did not follow instructions from its MD file multiple times,23,Bug Freeze NotWorking IgnoringInstructio,6,#E74C3C
4078,Opus 4.6 on Max plan: usage seems disproportionately high per prompt,3,Opus_46_Issues Context_Limit Token,1,#9B59B6
4081,"[BUG] Session randomly dies with ""API Error: Rate limit reached"" despite near-zero usage",2,AnthropicAPI_RateLimitError,1,#1ABC9C
4102,[Bug] Token usage calculation incorrect for *non-peak* hours with 2 small sessions,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
4121,[Bug] Anthropic API Error: Rate limit reached without usage,2,AnthropicAPI_RateLimitError,42,#1ABC9C
4127,[Bug] Excessive token consumption spike since March 23rd,19,TokenUsageIssues BillingIssues TimeoutIs,19,#F1C40F
4146,Chrome extension not connecting: Browser extension is not connected,10,Chrome_Connection_Issues,6,#E67E22
4147,Auto-compact triggers at ~420K tokens despite Opus having 1M context window — threshold should be configurable,3,Opus_46_Issues Context_Limit Token,4,#9B59B6
4151,[BUG]  I keep getting API Error: Rate limit reached -  I am not even close to a rate limit.,2,AnthropicAPI_RateLimitError,27,#1ABC9C
4169,[BUG] Claude Code usage limit hit after 7 minutes on new session,12,memory_leak kernel_allocation api_error ,7,#2ECC71
4191,[BUG] Claude Code Pro API Error: Rate limit reached on brand new Pro account with 0-2% usage,12,memory_leak kernel_allocation api_error ,2,#2ECC71
4226,[BUG] Rate limit absolutely incomprehensible and suddenly extremely exhausted. (Pro),13,BUG_USAGE_LIMITS,4,#F06292
4256,[BUG] Claude code -API Error: Rate limit reached,12,memory_leak kernel_allocation api_error ,10,#2ECC71
4258,[BUG] Claude Code GitHub review stuck running for 5+ hours on PR,12,memory_leak kernel_allocation api_error ,2,#2ECC71
4273,[Bug] Request exceeds 5-hour token limit causing timeout,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
4279,[BUG]   --chrome flag: CLI never connects to native host socket (bridge process not spawned),10,Chrome_Connection_Issues,2,#E67E22
4297,[BUG] API Error: Rate limit reached despite 22% session usage on Pro plan - VS Code extension,24,RateLimitIssuesProSubscription,3,#4CAF50
4300,Claude Desktop Code mode crashes immediately (exit code 1) — works fine from CLI,23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
4302,[Bug] Rate limit errors with unexplained session quota consumption,19,TokenUsageIssues BillingIssues TimeoutIs,4,#F1C40F
4311,[BUG] Claude Code fails to follow established process rules despite repeated correction,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
4381,[BUG] Immediate rate limit after updating to native Claude Code client...,12,memory_leak kernel_allocation api_error ,2,#2ECC71
4382,[BUG] macOS App - Claude Code Failing to Retriver of Session & Failing to Initiate new ones,0,BUG Feature Request Remote Access Multi-,1,#E67E22
4394,[Bug] Claude is being lazy - very very lazy,16,BUG_Claude INTERRUPTED_MESSAGE AN,1,#69F0AE
4447,"claude-in-chrome: Browser extension not connected despite native host running (macOS 26.4, Claude Code 2.1.86)",10,Chrome_Connection_Issues,33,#E67E22
4470,[Bug] Anthropic API: Extreme latency on Claude Code requests (15s+ to first token),12,memory_leak kernel_allocation api_error ,1,#2ECC71
4472,[BUG] Claude Code VS Code extension signs out automatically every time VS Code is closed and reopened,7,vscode_issues api_error extension_breaks,1,#E91E63
4474,"[BUG] ""API Error: Rate limit reached"" repeatedly despite having significant quota remaining.",2,AnthropicAPI_RateLimitError,19,#1ABC9C
4475,[Bug] Claude Code ignores user commands and behaves unresponsively,23,Bug Freeze NotWorking IgnoringInstructio,11,#E74C3C
4488,"[BUG] Rate limit error on Max plan with 0% usage. Persists after full reinstall, affects one device only",11,rate_limit_issues usage_limits max_plan_,3,#FF5252
4497,[Bug] Rate limit exceeded despite low session usage percentage,19,TokenUsageIssues BillingIssues TimeoutIs,7,#F1C40F
4499,[BUG] API ERROR: Rate Limit Reached with 0% of my session or weekly usage even touched.,2,AnthropicAPI_RateLimitError,9,#1ABC9C
4505,[BUG] Claude Desktop failed to launch on Windows 11 Home 25H2,20,Crash Launch Failure Hang Freeze Error,8,#607D8B
4506,[BUG] API Error: Rate limit reached,2,AnthropicAPI_RateLimitError,30,#1ABC9C
4512,[BUG] Claude Code ignored explicit file write prohibition in ~/.claude/instructions.md,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
4548,Abnormal token consumption rate on Opus 4.5 — 100% usage in ~1 hour,3,Opus_46_Issues Context_Limit Token,5,#9B59B6
4560,[Bug] Anthropic API Error: Rate limit reached despite low session/weekly usage; missing per-minute limit documentation,2,AnthropicAPI_RateLimitError,21,#1ABC9C
4588,[BUG] Installing the Claude Code plugin for VS Code corrupts,7,vscode_issues api_error extension_breaks,5,#E91E63
4593,[BUG] Usage Spike,13,BUG_USAGE_LIMITS,1,#F06292
4600,"[BUG] Claude Code stops responding mid-task, Happening for 3 days.",23,Bug Freeze NotWorking IgnoringInstructio,13,#E74C3C
4668,[Bug] Anthropic API Error: 529 Overloaded,9,Anthropic_API_Overload,28,#FF5722
4676,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
4684,[Bug] Anthropic API Error: 500 Internal Server Error,4,Anthropic_API_Errors_500,62,#3498DB
4700,[BUG] Show Error: Claude Code on Windows requires git-bash,21,GitBash_Issues_Windows,6,#E74C3C
4702,[Bug] Plan Mode not enforced: Claude executes actions without waiting for user approval,23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
4724,[BUG] In Claude Code Desktop the messages I type,23,Bug Freeze NotWorking IgnoringInstructio,10,#E74C3C
4726,Chrome extension connection frequently drops with single claude --chrome session,10,Chrome_Connection_Issues,2,#E67E22
4744,"[BUG] rateLimitTier set to ""default_claude_ai"" instead of ""default_claude_pro"" — CLI treating Pro subscription as API token auth, immediate ""API Error: Rate limit reached"" with zero usage",24,RateLimitIssuesProSubscription,5,#4CAF50
4754,[BUG] Rate Limit Bug,13,BUG_USAGE_LIMITS,5,#F06292
4760,[BUG] Max plan ($200/mo) hitting usage limits unreasonably fast during business hours,11,rate_limit_issues usage_limits max_plan_,5,#FF5252
4762,Claude Code repeatedly commits/pushes without user approval despite explicit CLAUDE.md instructions,23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
4763,"Claude Code doesn't know its own settings file hierarchy, puts permissions in wrong file",23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
4767,[BUG] claude code is showing not responding bug during execution today and claude code has become so slow,23,Bug Freeze NotWorking IgnoringInstructio,24,#E74C3C
4796,Feature Request: Claude Web as a Remote Control interface for Claude Code,0,BUG Feature Request Remote Access Multi-,1,#E67E22
4820,[BUG] Non-interactive Claude Code (-p) cannot use existing Claude Pro login,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
4918,[BUG]  Claude Code         process exited with code 1,23,Bug Freeze NotWorking IgnoringInstructio,39,#E74C3C
4949,"[BUG] ""Claude in Chrome"" extension cannot connect to Claude Code CLI",10,Chrome_Connection_Issues,24,#E67E22
4954,"[BUG] ""API Error: Rate limit reached"" is actually a stale auth issue - persists for hours past reset, fixed instantly by re-login",2,AnthropicAPI_RateLimitError,11,#1ABC9C
5000,[Bug] Anthropic API Error: Rate limit reached during OAuth login,2,AnthropicAPI_RateLimitError,12,#1ABC9C
5005,[BUG]  Rate limit errors despite 14% session / 16% weekly usage,19,TokenUsageIssues BillingIssues TimeoutIs,5,#F1C40F
5041,"[BUG] When opening a remote GitHub repository in VS Code, Claude Code throws the following system error:",7,vscode_issues api_error extension_breaks,1,#E91E63
5071,[BUG] Claude Code is TOTALLY DESTRUCTIVE,23,Bug Freeze NotWorking IgnoringInstructio,12,#E74C3C
5088,"[BUG] rateLimitTier assigned ""default_claude_ai"" instead of ""default_claude_pro"" for Pro subscribers on WSL — API Error: Rate limit reached on every request",24,RateLimitIssuesProSubscription,3,#4CAF50
5095,[Bug] API Error: Rate limit reached despite 0% usage,2,AnthropicAPI_RateLimitError,21,#1ABC9C
5111,[Bug] Excessive token usage spike after OAuth reauthentication in Claude Code,8,auth-timeout oauth-expiry login-fail,1,#9C27B0
5121,"[BUG] Claude Code Desktop: session closes silently, no response displayed",23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
5125,"Chrome extension v1.0.63 broken — Claude Code cannot connect (macOS, Desktop app)",10,Chrome_Connection_Issues,19,#E67E22
5129,[Bug] Excessive token consumption in API requests,19,TokenUsageIssues BillingIssues TimeoutIs,16,#F1C40F
5145,[Bug] Unexpected high token usage consumption on Claude Code Pro with Opus 4.6,3,Opus_46_Issues Context_Limit Token,9,#9B59B6
5215,API Error: Rate limit reached immediately despite Pro subscription - rateLimitTier showing as default_claude_ai,24,RateLimitIssuesProSubscription,7,#4CAF50
5291,[BUG] claude code ignoring CLAUDE.md 2.1.81 opus 4-6,23,Bug Freeze NotWorking IgnoringInstructio,15,#E74C3C
5351,[BUG] Claude Code was unable to find CLAUDE_CODE_GIT_BASH_PATH path,21,GitBash_Issues_Windows,3,#E74C3C
5355,Token usage limit reached significantly earlier than in previous versions,19,TokenUsageIssues BillingIssues TimeoutIs,1,#F1C40F
5359,[BUG] Abnormal / inflated rate limit / session usage,19,TokenUsageIssues BillingIssues TimeoutIs,7,#F1C40F
5360,[Bug] Unexpected Session Limit Exceeded with Minimal Usage,19,TokenUsageIssues BillingIssues TimeoutIs,7,#F1C40F
5414,[BUG] Claude code stuck on VS Code,7,vscode_issues api_error extension_breaks,14,#E91E63
5415,"[BUG]  Extremely rapid token consumption. There appears to be a critical issue with token calculation and quota management. Users, including myself, are experiencing an unusually high rate of token consumption",19,TokenUsageIssues BillingIssues TimeoutIs,16,#F1C40F
5425,Chrome extension: MCP reports connected but never connects to native host socket,10,Chrome_Connection_Issues,11,#E67E22
5470,[Bug] Session token limit consumption rate appears lower than expected,19,TokenUsageIssues BillingIssues TimeoutIs,10,#F1C40F
5492,"[BUG] Claude Code produces false claims in technical documents, compounds errors during correction",23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
5522,[BUG] Remote Control not yet enabled for Pro account (Windows 11),1,RemoteControlIssues,5,#8BC34A
5531,claude --chrome: MCP shows connected but tool calls fail with 'Browser extension is not connected',10,Chrome_Connection_Issues,20,#E67E22
5537,Claude Code does not follow user instructions consistently,23,Bug Freeze NotWorking IgnoringInstructio,15,#E74C3C
5565,[BUG]  API Error: Rate limit reached,2,AnthropicAPI_RateLimitError,30,#1ABC9C
5569,[BUG] Usage explosion,13,BUG_USAGE_LIMITS,4,#F06292
5584,Claude Code desktop app: process exits with code 1 immediately on every message send,23,Bug Freeze NotWorking IgnoringInstructio,6,#E74C3C
5591,[BUG] Prompts in Claude Code (Web) disapear,23,Bug Freeze NotWorking IgnoringInstructio,4,#E74C3C
5598,Claude Code repeatedly ignores explicit CLAUDE.md instructions and saved feedback memories across sessions,23,Bug Freeze NotWorking IgnoringInstructio,7,#E74C3C
5599,[BUG] Rate limit triggered incorrectly on Max Plan with 0% usage,11,rate_limit_issues usage_limits max_plan_,6,#FF5252
5604,Claude Code repeatedly ignores its own auto-memory feedback during sessions,23,Bug Freeze NotWorking IgnoringInstructio,3,#E74C3C
5611,CLI --chrome flag does not connect to native host socket,10,Chrome_Connection_Issues,3,#E67E22
5656,Claude Code hangs on simple settings update (Coalescing stuck at 50s+),23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
5676,Claude in Chrome extension fails to connect on macOS (Chrome 146.0),10,Chrome_Connection_Issues,26,#E67E22
5686,Claude for Windows cannot connect to Claude in Chrome,10,Chrome_Connection_Issues,4,#E67E22
5696,[BUG] API Error: Rate limit reached despite Claude Max subscription with only 5% session usage,24,RateLimitIssuesProSubscription,3,#4CAF50
5710,[Bug] Anthropic API Error: Rate limit reached without reaching actual limits,2,AnthropicAPI_RateLimitError,39,#1ABC9C
5732,[BUG] Claude Code ignores explicit instructions in memory/CLAUDE.md files,23,Bug Freeze NotWorking IgnoringInstructio,19,#E74C3C
5739,Claude in Chrome browser extension not connecting to Claude Code,10,Chrome_Connection_Issues,25,#E67E22
5765,[BUG]  API Error: Rate limit reached,2,AnthropicAPI_RateLimitError,30,#1ABC9C
5798,[BUG] MAX100 subscription - abnormal quota consumption and rate_limit_error with multi-session Claude Code,24,RateLimitIssuesProSubscription,1,#4CAF50
5811,[BUG] claude chrome extension has been out for over a month,10,Chrome_Connection_Issues,3,#E67E22
5815,Claude Code responding super slowly,12,memory_leak kernel_allocation api_error ,1,#2ECC71
5822,[BUG] Claude Code Usage for Max Plan hitting limits extremely fast,12,memory_leak kernel_allocation api_error ,5,#2ECC71
5858,Claude repeatedly fails to apply its own memory/feedback — same mistakes recur across sessions,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
5946,[BUG] Claude Code response issue,23,Bug Freeze NotWorking IgnoringInstructio,10,#E74C3C
5998,[Bug] Claude Code model regression: degraded code quality and reliability,12,memory_leak kernel_allocation api_error ,3,#2ECC71
6010,Chrome MCP extension not connecting - browser extension not detected,10,Chrome_Connection_Issues,13,#E67E22
6056,[BUG] Claude in Chrome v1.0.63 - Extension not connecting to Claude Code after March 20 update,10,Chrome_Connection_Issues,24,#E67E22
6110,[Bug] Claude responses degraded after recent service outage,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
6135,"[BUG] I am on Max 5x plan, why do I not see the 1 million context in Claude Code. I am using Opus 4.6.",3,Opus_46_Issues Context_Limit Token,2,#9B59B6
6138,Chrome extension: MCP server never connects to native host socket,10,Chrome_Connection_Issues,12,#E67E22
6144,Auto-compact not triggering on resumed sessions with Opus 4.6 (1M context),3,Opus_46_Issues Context_Limit Token,2,#9B59B6
6216,[Bug] Context limit error reported despite low actual usage with Claude 4.6 Opus 1M context,3,Opus_46_Issues Context_Limit Token,6,#9B59B6
6221,Opus 4.6 (1M context) disappeared from Desktop app model dropdown — Max plan regression,3,Opus_46_Issues Context_Limit Token,1,#9B59B6
6269,[BUG] unable to use claude remote-control,1,RemoteControlIssues,8,#8BC34A
6271,"[BUG] Claude Code Mac Desktop App — messages sent but no response, screen stays blank",18,Unresponsive_Mac_Desktop,1,#2ECC71
6280,"Claude in Chrome: 'Browser extension is not connected' despite correct setup (macOS, Claude Desktop coexistence)",10,Chrome_Connection_Issues,24,#E67E22
6305,[BUG] Updating to Claude 1.1.7714 (3bd6f6) causes Claude Code to stop responding to any prompts,23,Bug Freeze NotWorking IgnoringInstructio,13,#E74C3C
6329,[Bug] Claude ignores memory file instructions and hallucinates code behavior,23,Bug Freeze NotWorking IgnoringInstructio,4,#E74C3C
6335,[Bug] Claude Desktop Code mode unresponsive - no loading indicator after message send,18,Unresponsive_Mac_Desktop,2,#2ECC71
6375,Claude Opus 4.6,12,memory_leak kernel_allocation api_error ,1,#2ECC71
6382,[BUG] Claude in Chrome not connecting to Claude Code CLI,10,Chrome_Connection_Issues,16,#E67E22
6441,[BUG]  .claudeignore does not prevent Claude from reading ignored files,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
6446,[BUG] API Rate limit stuck on claude code,12,memory_leak kernel_allocation api_error ,7,#2ECC71
6470,"[BUG] Claude Code hangs/freezes mid-response frequently (v2.1.79, macOS, M4 Pro)",23,Bug Freeze NotWorking IgnoringInstructio,5,#E74C3C
6526,[BUG] CLAUDE CODE NEVER RESPONDS ANYMORE,23,Bug Freeze NotWorking IgnoringInstructio,39,#E74C3C
6549,"[BUG] Claude Code hangs with ""Interrupted"" error on Windows (native)",23,Bug Freeze NotWorking IgnoringInstructio,13,#E74C3C
6564,[Bug] OpusPlan model fails to switch back to Opus after plan generation,6,Model_Issues Token_Consumption Downgrade,3,#FF9800
6590,[BUG] claude remote-control does not work,1,RemoteControlIssues,6,#8BC34A
6625,[BUG] claudeCode.gitBashPath setting not working on Windows - panel UI still shows Git Bash error,21,GitBash_Issues_Windows,2,#E74C3C
6627,[Bug] Claude Code freezes during execution,23,Bug Freeze NotWorking IgnoringInstructio,26,#E74C3C
6641,[Bug] Anthropic API Error: HTTP 529 Service Overloaded,9,Anthropic_API_Overload,11,#FF5722
6642,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
6643,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
6644,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
6647,[Bug] Anthropic API Error: Overloaded - Retry Mechanism Ineffective,9,Anthropic_API_Overload,17,#FF5722
6648,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
6661,[BUG] Interrupted · What should Claude do instead?,16,BUG_Claude INTERRUPTED_MESSAGE AN,3,#69F0AE
6683,[BUG] File Corruption When Running Multiple Claude Code Terminals,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
6686,Claude in Chrome: Browser extension not connected despite correct setup,10,Chrome_Connection_Issues,28,#E67E22
6693,/model opusplan does not use Opus 4.6 for planning phase,6,Model_Issues Token_Consumption Downgrade,2,#FF9800
6721,[Bug] Claude Code performance degradation and compilation failures,12,memory_leak kernel_allocation api_error ,10,#2ECC71
6735,[BUG] Errors 500 in Claude Code Desktop in Windows 11,20,Crash Launch Failure Hang Freeze Error,1,#607D8B
6745,"[BUG] API Error: 500 {""type"":""error"",""error"":{""type"":""api_error"",""message"":""Internal server error""},""request_id""",15,InternalServerError500,24,#00BCD4
6747,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
6751,[Bug] Anthropic API Error: Overloaded (529),9,Anthropic_API_Overload,32,#FF5722
6758,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
6760,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
6762,[BUG] in Claude code Desktop - model Opus 4.6,12,memory_leak kernel_allocation api_error ,3,#2ECC71
6763,[Bug] Anthropic API Error: Overloaded,9,Anthropic_API_Overload,32,#FF5722
6766,[BUG] [Bug] Anthropic API Error: Persistent 500 Internal Server Error across all models,4,Anthropic_API_Errors_500,54,#3498DB
6768,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
6770,[Bug] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
6771,[Bug] Anthropic API Error: Server 500 Outage,4,Anthropic_API_Errors_500,55,#3498DB
6772,"[BUG] API Error: 500 {""type"":""error"",""error"":{""type"":""api_error"",""message"":""Internal server error""},""request_id"":""req_011CZ9DevVB5SScBuQrpfobu""}",15,InternalServerError500,25,#00BCD4
6774,[Bug] Anthropic API Error: Internal server error (500),4,Anthropic_API_Errors_500,68,#3498DB
6775,[Bug] Anthropic API Error: 500 Internal Server Error with Claude Opus 4.6,4,Anthropic_API_Errors_500,45,#3498DB
6776,[BUG] Anthropic API Error: Internal Server Error (500),4,Anthropic_API_Errors_500,68,#3498DB
6789,[BUG] Claude Code process exited with code 1 (desktop app),23,Bug Freeze NotWorking IgnoringInstructio,25,#E74C3C
6790,Recurring: Claude ignores memory/CLAUDE.md instructions across multiple sessions,23,Bug Freeze NotWorking IgnoringInstructio,4,#E74C3C
6832,[BUG] Claude code browser (CLI) bug - pro plan,23,Bug Freeze NotWorking IgnoringInstructio,1,#E74C3C
6849,[MODEL] Claude Code disregards the stored instructions,5,IgnoresInstructions,3,#F1C40F
6876,[BUG] User prompts not displayed in conversation when using Claude Code via browser,23,Bug Freeze NotWorking IgnoringInstructio,2,#E74C3C
6877,[Bug] Anthropic API Error: Rate limit reached on Pro account without active API key,2,AnthropicAPI_RateLimitError,5,#1ABC9C
6911,[BUG]  Claude Code sends repeated requests hundreds of times without stopping,12,memory_leak kernel_allocation api_error ,1,#2ECC71
6946,"[BUG] CLI returns ""API Error: Rate limit reached"" on every command despite Pro subscription and available quota",2,AnthropicAPI_RateLimitError,2,#1ABC9C
6970,[BUG] [1M] Opus 4.6 1M context unavailable on Max 5x — works on another machine with same account,3,Opus_46_Issues Context_Limit Token,3,#9B59B6
6980,[Bug] Claude Code: Inconsistent or unreliable response behavior,23,Bug Freeze NotWorking IgnoringInstructio,7,#E74C3C
7003,[MODEL] 1M Opus still degrades around 150k context,3,Opus_46_Issues Context_Limit Token,4,#9B59B6
7023,[BUG] Rate limit reached without any usage spent,13,BUG_USAGE_LIMITS,7,#F06292
7027,Sonnet 4.6 1M context unavailable on Max 20x plan - only Opus 1M appears in /model,6,Model_Issues Token_Consumption Downgrade,4,#FF9800
7042,[BUG]  NON PERSISTENCE OF MEMORY IN CLAUDE CODE CLI AND LESS IN CLAUDE.AI,12,memory_leak kernel_allocation api_error ,5,#2ECC71
7054,[BUG] Claude Code for VS Code extension fails to work since 2.1.73 upgrade,7,vscode_issues api_error extension_breaks,8,#E91E63
7064,[Bug][Urgent] Claude Code API responses extremely slow with Claude 4.6 Sonnet/Opus (5+ minute latency),12,memory_leak kernel_allocation api_error ,2,#2ECC71
7072,"[BUG] Opus 4.6 (1M context) model variant causes immediate ""API Error: Rate limit reached"" on Pro plan via /model selector",3,Opus_46_Issues Context_Limit Token,1,#9B59B6
7075,Opus 4.6 with 1M context unavailable for Max 5x subscriber,3,Opus_46_Issues Context_Limit Token,4,#9B59B6
7079,[Bug] Claude Code causes excessive memory usage and process spawning leading to system DoS,12,memory_leak kernel_allocation api_error ,3,#2ECC71
7091,[MODEL] Claude Code ignores explicit instructions and substitutes its own alternatives,5,IgnoresInstructions,4,#F1C40F
7097,Git not detected in Claude Code desktop app on Windows despite correct installation,21,GitBash_Issues_Windows,2,#E74C3C
7102,"[BUG] Linux CC fails to use 1M context if you have ""opus"" defined in settings",3,Opus_46_Issues Context_Limit Token,3,#9B59B6
7112,[BUG] Model opusplan still using 200K context for either mode,3,Opus_46_Issues Context_Limit Token,1,#9B59B6
7114,"[BUG] Claude Code commits without permission, despite repeated instructions to NOT commit",23,Bug Freeze NotWorking IgnoringInstructio,3,#E74C3C
7130,[BUG] API Error: Rate limit reached,2,AnthropicAPI_RateLimitError,30,#1ABC9C
7144,"[BUG] Opus 4.6 returns ""Rate limit reached"" mid-session on Claude Pro plan",3,Opus_46_Issues Context_Limit Token,2,#9B59B6
7151,[BUG] Opus 4.6 with 1M context is not available on Max 5x plan,3,Opus_46_Issues Context_Limit Token,12,#9B59B6
7152,Opus 4.6 (1M context): autocompact triggers at ~76K tokens — 92% of context window wasted,3,Opus_46_Issues Context_Limit Token,5,#9B59B6
7166,[Bug] API Error: Rate limit reached on Max Plan subscription,2,AnthropicAPI_RateLimitError,4,#1ABC9C
7173,[Bug] Claude Code ignores memory and claude.md files during execution,23,Bug Freeze NotWorking IgnoringInstructio,8,#E74C3C
7175,Context compaction triggers at ~16% usage on Opus 4.6 (1M context),3,Opus_46_Issues Context_Limit Token,9,#9B59B6
7185,[Bug] Claude Code hangs indefinitely during thinking phase with no output or response,23,Bug Freeze NotWorking IgnoringInstructio,17,#E74C3C
7190,[BUG] Claude Code continually ignores CLAUDE.MD file,23,Bug Freeze NotWorking IgnoringInstructio,20,#E74C3C
