number,created_at,title,labels
45918,2026-04-09T20:27:20Z,CLAUDE_CODE_DISABLE_NONESSENTIAL_TRAFFIC blocks channels feature flag (tengu_harbor),duplicate
45917,2026-04-09T20:25:34Z,"[BUG] Sandbox blocks file access on removable USB volumes for PATH-resolved binaries, /usr/bin/ equivalents work",duplicate
45915,2026-04-09T20:23:28Z,[BUG] claude cli /exit退出后 文字重叠,duplicate
45914,2026-04-09T20:20:37Z,Read tool fails on filenames containing Unicode apostrophes (smart quotes),bug|area:tools
45912,2026-04-09T20:17:47Z,feat(sdk): expose backgroundTask(taskId) control request for mid-flight subagent detachment,enhancement|area:agent-sdk
45909,2026-04-09T20:10:38Z,[FEATURE] Ability to autoarchive CoWork tasks after a period of time,duplicate
45908,2026-04-09T20:10:04Z,"[BUG] Race condition for ""How am I doing"" prompt",duplicate
45907,2026-04-09T20:08:37Z,"[BUG] ExitPlanMode hangs the UI with ""Awaiting input..."" after the tool returns a permission stream error",duplicate|platform:macos|area:core|area:permissions
45905,2026-04-09T20:01:46Z,"Add ""Yes, for this session"" option to permission prompts",duplicate
45896,2026-04-09T19:30:36Z,Claude Desktop: Stale file lock after in-app update requires reboot (Windows),invalid
45895,2026-04-09T19:27:13Z,Feature: interactive subagent push/pop stack,duplicate
45894,2026-04-09T19:22:26Z,[Feature Request] Restore previous context depth for /effort max mode,duplicate
45893,2026-04-09T19:18:48Z,[BUG] Claude Code Caused Production Server Outage and Data Loss,bug|platform:windows|area:model|platform:vscode|area:permissions
45891,2026-04-09T19:09:28Z,"[FEATURE] Implement ""Auto"" Effort With Low/Med/High/Max",duplicate
45888,2026-04-09T19:04:21Z,Sub-agent Read/Edit denied on own worktree path despite bypassPermissions (v2.1.97),bug|has repro|platform:linux|area:agents|area:permissions
45887,2026-04-09T19:01:20Z,"[BUG]  using ultraplan - the remote plan mode container crashes, the agent should either halt and ask, not improvise.",bug|platform:linux|area:agents
45885,2026-04-09T18:58:05Z,Auto mode unavailable despite Max plan subscription,bug|platform:macos|area:cli|area:permissions
45884,2026-04-09T18:57:21Z,Expose effort_level in statusLine JSON,duplicate
45883,2026-04-09T18:52:55Z,"[BUG] CoWork Not functioning, Virtualization not Available, Windows 11 Home 25H2",duplicate
45881,2026-04-09T18:51:26Z,Worktree/branch awareness: UI doesn't reflect active worktree or detect associated PRs,duplicate
45877,2026-04-09T18:39:50Z,feat: add claudeCode.effortLevel VS Code setting to persist default effort level,duplicate
45876,2026-04-09T18:32:46Z,sonnet 4.6,duplicate
45874,2026-04-09T18:29:24Z,[BUG] Stale shutdown_request in team message queue terminates newly spawned teammate,bug|has repro|platform:windows|area:agents
45873,2026-04-09T18:28:36Z,[FEATURE] Show active model and effort level in VS Code extension UI near the prompt input,duplicate
45867,2026-04-09T18:14:04Z,"bug(auto-close): closeIssueAsDuplicate strips all triage labels (bug, platform:*, area:*) via PATCH",bug|has repro|area:tools
45862,2026-04-09T18:06:02Z,[BILLING] Medium effort default (effort=85) causing excessive token burn and unexpected extra usage costs,duplicate
45861,2026-04-09T18:05:41Z,"[BUG] authServerMetadataUrl is ignored when MCP server discovery succeeds — should override, not fallback",bug|api:bedrock|platform:macos|area:auth|area:mcp
45858,2026-04-09T17:59:26Z,Plugin PreToolUse hooks not invoked for Edit tool,bug|has repro|platform:windows|area:hooks|area:plugins
45857,2026-04-09T17:51:41Z,[BUG] Terminal becomes unresponsive when plugin installation triggers Git HTTPS credential prompt,duplicate
45853,2026-04-09T17:26:11Z,[BUG] Sandbox TMPDIR /tmp/claude not created — ENOENT after fresh boot,bug|has repro|platform:linux|platform:wsl|area:sandbox
45850,2026-04-09T17:19:50Z,Telegram channel DMs not waking idle session without @mention,duplicate
45848,2026-04-09T17:13:32Z,[BUG] Cowork regression in v1.1348.0: yukonSilver incorrectly marks Windows 11 Home as unsupported — was working on prior version,duplicate
45847,2026-04-09T17:07:08Z,[BUG] API Error: Extra usage is required for 1M context when invoking skill with model: frontmatter from Opus 4.6 [1m] session on Max plan,duplicate
45846,2026-04-09T17:05:06Z,[Bug] TUI renders garbled/scrambled bold text mid-response — letters split with spaces on macOS,duplicate
45844,2026-04-09T17:04:05Z,[BUG] Local stdio MCP server connects but tools never registered as deferred tools (v2.1.97),duplicate
45843,2026-04-09T17:00:29Z,[Bug] Claude executes destructive bash commands without user confirmation despite permission restrictions,duplicate
45838,2026-04-09T16:45:22Z,PreToolUse hook 'allow' cannot bypass Bash sensitive path ask rules (unlike Edit/Write),bug|has repro|platform:macos|area:bash|area:hooks|area:permissions
45837,2026-04-09T16:45:03Z,Agent-type PreToolUse hooks fail: 'Messages are required for agent hooks',bug|has repro|platform:macos|area:hooks
45836,2026-04-09T16:44:16Z,MCP config schema doesn't recognize 'streamable-http' transport type,bug|has repro|platform:macos|area:mcp
45835,2026-04-09T16:41:49Z,[Bug] Git checkout -b corrupts local changes with unwanted resets/stashes,duplicate
45834,2026-04-09T16:40:26Z,Plugin update command does not correctly update version metadata,duplicate
45833,2026-04-09T16:36:08Z,2.1.97 binary gets SIGKILL'd on macOS 26.3 (Tahoe beta),duplicate
45832,2026-04-09T16:32:30Z,Use ANSI palette indices instead of hardcoded RGB for markdown rendering,duplicate
45829,2026-04-09T16:23:45Z,"[BUG]  Windows, panel shows but no prompt, started after update",duplicate
45827,2026-04-09T16:20:00Z,[BUG] File added without consent to context,duplicate
45826,2026-04-09T16:19:25Z,"Opus 4.6 Orchestrator: poor listening, premature dispatch, ignores explicit instructions",duplicate
45823,2026-04-09T16:17:26Z,[FEATURE],duplicate
45822,2026-04-09T16:09:27Z,Bug: All previous prompts accumulate and re-appear in the next input (Windows),duplicate
45821,2026-04-09T16:08:12Z,"Plugin update fails with ENAMETOOLONG: name too long, open",bug|platform:macos|area:plugins
45820,2026-04-09T16:05:55Z,"WorktreeCreate hook: $CLAUDE_PROJECT_DIR not expanded when Agent uses isolation: ""worktree""",duplicate
45819,2026-04-09T16:05:54Z,gsd-tools: requirements mark-complete reports not_found for IDs that ARE registered in REQUIREMENTS.md,invalid
45818,2026-04-09T16:03:47Z,Skill name collision across plugins: fully qualified name resolves to wrong plugin,bug|has repro|platform:windows|area:skills|area:plugins
45817,2026-04-09T16:02:59Z,Feature request: --name flag or SessionStart hook support for /rename,duplicate
45816,2026-04-09T15:59:02Z,Bash CWD becomes permanently invalid after subagent completion -- session unrecoverable,duplicate
45809,2026-04-09T15:50:02Z,Plugin marketplace: Update button unresponsive when plugin version is outdated,duplicate
45807,2026-04-09T15:47:24Z,[Bug] Anthropic API Error: Garbled/Corrupted Response Output,duplicate
45806,2026-04-09T15:46:24Z,[Bug] Claude Code hangs with high API usage during long-running tasks (git/ftp operations),duplicate
45803,2026-04-09T15:34:36Z,/clear command hangs when connected via remote control from iOS app,duplicate
45802,2026-04-09T15:34:22Z,[BUG] Doesn't understand the basic of data processing. Anything successfully processed should be backedup and not overwritten specially when you are spending days and days on it as it consumes lot of compute/money and time.,duplicate
45801,2026-04-09T15:33:12Z,/clear command hangs in desktop app despite completing successfully,bug|has repro|platform:macos|area:desktop
45800,2026-04-09T15:32:35Z,Claude in Chrome: MCP client not discovering local socket on Linux despite working native host,duplicate
45796,2026-04-09T15:29:23Z,Expose fastMode field in custom status line JSON input,enhancement|area:statusline
45795,2026-04-09T15:28:46Z,[BUG],invalid
45793,2026-04-09T15:23:40Z,Bring back /buddy as a permanent opt-in feature,duplicate
45787,2026-04-09T15:12:30Z,[BUG] Sessions started using `claude -p` are no longer showing up as resumable conversations in `claude --resume`,duplicate
45785,2026-04-09T15:04:45Z,[BUG] Sessions with many screenshots become unrecoverable at 20MB limit,duplicate
45783,2026-04-09T14:59:03Z,[BUG] OAuth login broken on headless/HPC SSH environments — redirect URI not supported`,bug|platform:linux|area:auth|regression
45782,2026-04-09T14:53:43Z,"[BUG] ProcessTransport adds global process.on('exit') listener per query() call, causing MaxListenersExceeded warning",bug|has repro|area:agent-sdk
45777,2026-04-09T14:41:30Z,[MODEL] Claude Opus 4.6 HIGH,invalid
45774,2026-04-09T14:37:28Z,[Bug] Plugin loading fails with `@` character in macOS username,duplicate
45773,2026-04-09T14:33:53Z,[FEATURE] Bedrock: per-user cost tracking metadata in usage JSONL (follow-up #32104),duplicate
45772,2026-04-09T14:32:08Z,Inconsistent responses to identical questions about Israelis vs Palestinians,invalid
45771,2026-04-09T14:30:35Z,Option to preserve cursor blinking in terminal,duplicate|enhancement|platform:macos|area:tui
45768,2026-04-09T14:25:25Z,[Bug] Excessive token consumption and latency on single-word prompts,duplicate
45767,2026-04-09T14:18:28Z,Status line JSON missing current effort level,duplicate
45766,2026-04-09T14:18:09Z,Tool result size cap (~25K tokens) blocks round-tripping large MCP tool payloads,enhancement|area:tools|area:mcp
45764,2026-04-09T14:16:18Z,"Plan mode ignores --dangerously-skip-permissions, and 'allow all' approvals don't stick for heredoc/brace bash commands",duplicate
45763,2026-04-09T14:13:45Z,"Opus model quality regression — slower problem solving, repetitive confirmation loops",duplicate
45762,2026-04-09T14:13:42Z,Bug: Cannot add new messages to conversation - 'Request too large (max 20MB)' error blocks further input,duplicate
45761,2026-04-09T14:11:12Z,"PreToolUse:Bash hook shows 'hook error' when all handlers return None (exit 0, no output)",duplicate
45760,2026-04-09T14:06:06Z,[FEATURE] Allow selective removal of tool results from context window,enhancement|area:core|area:cli
45759,2026-04-09T14:04:28Z,"/ultraplan reuses stale remote session from a different project, mixing unrelated context",bug|duplicate|platform:macos|area:cowork
45757,2026-04-09T13:57:51Z,[Feature Request] Add token usage tracking and optimisation to reduce API consumption.,duplicate
45755,2026-04-09T13:54:18Z,Feature request: Move deleted conversations to trash / add undo for conversation deletion,duplicate
45753,2026-04-09T13:51:14Z,"`/resume` always returns ""No conversations found to resume"" despite existing conversation files",duplicate
45752,2026-04-09T13:38:21Z,Opus 4.6 content filter false positive blocks standard Kotlin/Compose code generation,duplicate
45751,2026-04-09T13:36:41Z,[Bug] CLI hangs with active timers while token processing stalls,duplicate
45750,2026-04-09T13:34:46Z,Feature: Allow dynamic session naming for scheduled tasks based on execution content,duplicate
45747,2026-04-09T13:30:12Z,Allow customizing the thinking spinner text,enhancement|area:tui
45746,2026-04-09T13:29:12Z,[Feature Request] Add usage limit warnings and graceful degradation for API quota exhaustion,duplicate
45743,2026-04-09T13:27:52Z,[Bug] Unexpected model behavior or malformed response,duplicate
45742,2026-04-09T13:27:43Z,Support mouse click to position cursor in input area,enhancement|area:tui
45739,2026-04-09T13:16:56Z,"[BUG] Max users are upset with quality of agents, credit use acceleration and more",invalid
45737,2026-04-09T13:16:15Z,"[BUG] Worktree cleanup removes .git/worktrees/ entry but leaves .claude/worktrees/ directory, blocking re-creation",bug|has repro|platform:linux|area:core
45736,2026-04-09T13:16:04Z,"[BUG] Opus 4.6 performance deterioration, ignored memory.md and all conversation context. Completely out of alignment with instructions.",duplicate
45735,2026-04-09T13:15:53Z,"Bug: --setting-sources local causes cleanup to ignore cleanupPeriodDays, silently deleting conversations globally",bug|has repro|platform:linux|area:core|data-loss
45734,2026-04-09T13:15:11Z,VS Code extension: show notification/toast when waiting for user input,duplicate
45730,2026-04-09T13:09:17Z,"[Bug] Claude refuses task citing policy, interface glitches after message edit",duplicate
45727,2026-04-09T13:00:21Z,[BUG] Tuftsam stopped showing up on one of the claude instances. Still shows on another instance which is running on the same machine.,duplicate
45726,2026-04-09T12:58:48Z,Native binary crashes with Illegal instruction / Out of memory after Bun memory leak,bug|platform:linux|area:installation
45723,2026-04-09T12:52:18Z,--chrome flag registers deferred tools but never connects to native host socket,duplicate
45719,2026-04-09T12:41:51Z,"/context command: Free space percentage doesn't account for conversation history, causing confusion",enhancement|area:tui
45718,2026-04-09T12:40:46Z,Project path encoding breaks with non-ASCII (Cyrillic) directory names,duplicate
45715,2026-04-09T12:33:55Z,"[BUG] Cowork ""Virtualization is not available"" on Windows despite Virtual Machine Platform and Hypervisor Platform enabled",duplicate
45714,2026-04-09T12:33:06Z,[BUG] Skill frontmatter `context: fork` ignored in plugin skills,bug|has repro|area:skills|area:plugins
45713,2026-04-09T12:32:53Z,Claude Code ignores permission settings and makes unauthorised changes,duplicate
45711,2026-04-09T12:27:39Z,[Bug] Anthropic API Error: Usage Policy Violation with Model Corruption on Claude 3.5 Opus,duplicate
45710,2026-04-09T12:19:13Z,[BUG] Desktop update loses all Code mode sessions (no migration from previous storage format),duplicate
45709,2026-04-09T12:18:34Z,[Bug] Claude Code performance degradation - reasoning quality decline,bug|platform:windows|area:model|needs-repro
45708,2026-04-09T12:17:17Z,[BUG] Shell escape (! prefix) commands show no output since recent update,duplicate
45706,2026-04-09T12:09:03Z,[BUG],duplicate
45703,2026-04-09T12:01:27Z,[Bug] CLI Output Displays Corrupted or Unreadable Text,duplicate
45702,2026-04-09T11:59:55Z,[BUG] Failure to Launch on Mac,invalid
45701,2026-04-09T11:59:17Z,[BUG] Feedback might be biased,duplicate
45696,2026-04-09T11:38:55Z,Switching between two sessions with different GitHub accounts,duplicate
45689,2026-04-09T10:52:04Z,"[BUG] [Regression v2.1.97] Ctrl+V no longer works as ""preview"" in /resume session picker",bug|has repro|platform:windows|area:tui|regression|platform:wsl
45688,2026-04-09T10:39:00Z,PreMessageSend hook event silently removed in v2.1.96 — breaks existing configs without warning,bug|platform:macos|platform:vscode|area:hooks|regression
45687,2026-04-09T10:33:54Z,[Bug] 1M Context Window Not Available or Not Working,question|platform:macos|area:cost
45685,2026-04-09T10:32:27Z,"TeamCreate silently ignores team_name parameter, assigns random name",bug|has repro|area:agents
45683,2026-04-09T10:32:21Z,Agent tool spawns orphan agent when team_name references nonexistent team,bug|has repro|area:agent
45682,2026-04-09T10:31:54Z,[BUG] Cowork: Claude Code process crashes with exit code 132 (SIGILL) in nested virtualization (Proxmox/KVM → Windows Hyper-V),duplicate
45680,2026-04-09T10:23:35Z,[Bug] /ultraplan fails with git authentication despite valid GitHub credentials,duplicate
45679,2026-04-09T10:20:07Z,[FEATURE] Colours for variables,duplicate
45677,2026-04-09T10:14:49Z,[Bug] Files modified in plan mode should not be persisted to disk,duplicate
45674,2026-04-09T09:54:46Z,[BUG] Persistent 529 (overloaded) errors are silently retried with no output shown to the user,duplicate
45671,2026-04-09T09:47:13Z,[BUG] RemoteTrigger action 'run' fails with 'trigger_id: Field required' (HTTP 400),bug|has repro|platform:macos|area:api|api:anthropic
45665,2026-04-09T09:28:36Z,[Feature Request] Add flag to suppress --dangerously-load-development-channels confirmation prompt,enhancement|platform:macos|area:cli
45664,2026-04-09T09:27:17Z,[Bug] Homebrew formula outdated: v2.1.89 vs released v2.1.97,duplicate
45663,2026-04-09T09:23:52Z,[Bug] Chrome extension requests cause token processing to hang for 8+ minutes,bug|platform:macos|area:chrome
45662,2026-04-09T09:22:30Z,"[BUG] Billing: $200 extra usage credit voided after using official refund link, $100 re-subscription payment missing",invalid
45660,2026-04-09T09:19:44Z,"aside_question subagent duplicates entire session, causing massive token drain",bug|has repro|platform:macos|area:cost|area:agents
45658,2026-04-09T09:12:59Z,Terminal tab title not set when running in Git Bash (MINGW64) on Windows,bug|duplicate|has repro|platform:windows|area:tui
45657,2026-04-09T09:05:50Z,[BUG] LIMITS,duplicate
45655,2026-04-09T08:57:16Z,/fork should display the parent session ID in the forked session,duplicate
45654,2026-04-09T08:56:38Z,[BUG] PostHog plugin /insights shadows built-in /insights with no way to disambiguate,duplicate
45652,2026-04-09T08:52:24Z,[BUG] Bug Report: RTL Text (Persian/Arabic) Renders Incorrectly in Claude Code Terminal Output,duplicate
45649,2026-04-09T08:48:04Z,Marketplaces cannot be deleted from the personal plugin customize menu,duplicate
45647,2026-04-09T08:38:50Z,Desktop app silently declines specific MCP tool calls despite allow list,bug|has repro|platform:macos|area:mcp|area:permissions|area:desktop
45646,2026-04-09T08:37:23Z,Project-scoped plugins not inherited by worktrees created via EnterWorktree,bug|has repro|platform:macos|area:plugins
45645,2026-04-09T08:36:53Z,"Worktree cleanup leaves stale git config (repositoryformatversion=1, worktreeConfig=true) that breaks other IDE AI agents",duplicate
45643,2026-04-09T08:31:31Z,[FEATURE] Persist --add-dir workspace configuration (.claude-workspace file),duplicate
45640,2026-04-09T08:21:11Z,Compact agent view shows contradictory state and hides agent questions from user,duplicate
45639,2026-04-09T08:10:48Z,[FEATURE] Global permissions.defaultMode / permissions.allow should not be overridden by project-level settings,duplicate
45638,2026-04-09T08:08:46Z,[Bug] Claude 3 Opus model behavior regression: ignoring system instructions and tool constraints,duplicate
45636,2026-04-09T08:00:22Z,[Bug] Anthropic API Error: Unexpected token consumption or rate limit exceeded,bug|platform:macos|area:api|needs-info|api:anthropic
45635,2026-04-09T08:00:19Z,[Bug] Text overflow in terminal after exiting Claude Code CLI,duplicate
45634,2026-04-09T07:58:55Z,[BUG] Dynamically-injected MCP servers available in parent session are not propagated to spawned subagents — regression in v2.1.x,bug|has repro|platform:windows|area:mcp|area:agents|regression
45633,2026-04-09T07:54:23Z,[FEATURE] CLAUDE.md を VSCode 拡張でも読んでほしい,duplicate
45632,2026-04-09T07:54:05Z,[BUG] Cowork fails with Plan9 share 'h' HCS error 0x80310000 on Windows — Chat workspace works fine,duplicate
45631,2026-04-09T07:48:06Z,Claude provided incorrect analysis of job classification performance impact,invalid
45630,2026-04-09T07:46:00Z,Poor App Store submission experience: repeated failed builds due to uncaught issues,duplicate
45629,2026-04-09T07:45:04Z,[BUG] Conversation History Loss,duplicate
45626,2026-04-09T07:36:10Z,[BUG] RPC error: ensure user: useradd failed — No space left on device,duplicate
45624,2026-04-09T07:29:00Z,[Feature Request] Interactive status updates via the spinning Claude logo,enhancement|area:tui|area:desktop
45620,2026-04-09T07:18:40Z,[Bug] Auto-Compact loses task context and reverts completed work without preserving last assignment,duplicate
45616,2026-04-09T07:08:15Z,Community Tool: cc-token-status — macOS menu bar usage dashboard,invalid
45615,2026-04-09T07:04:47Z,[BUG] PROMPT TOO LONG - Reached 100% current usage and 17% weekly usage in a single simple prompt.,duplicate
45614,2026-04-09T06:57:57Z,Feature request: persistent working directory (cd) across Bash calls,duplicate
45613,2026-04-09T06:56:59Z,[FEATURE] Cowork: Pass environment variables to hosted MCP servers for persistent token storage (ms365 auth),duplicate
45606,2026-04-09T06:32:20Z,[FEATURE] isolated: true flag for slash commands to run with clean context,duplicate
45602,2026-04-09T06:11:51Z,"setting_sources=[""project""] still loads user-level ~/.claude/CLAUDE.md",duplicate
45601,2026-04-09T06:01:32Z,"[BUG] VS Code Extension: ""@"" file picker doesn't discover git submodule directories",duplicate
45598,2026-04-09T05:59:22Z,[Bug] Agent ignores system rules and constraints,duplicate
45594,2026-04-09T05:44:58Z,Chrome native host crashes on startup (Bun assertion failure) — Windows 11,bug|duplicate|has repro|platform:windows|area:chrome
45593,2026-04-09T05:42:53Z,Desktop app: custom /commands from ~/.claude/commands/ no longer appear in autocomplete after recent update,duplicate
45592,2026-04-09T05:36:42Z,[BUG] Max x5 subscription silently cancelled.,invalid
45591,2026-04-09T05:30:09Z,"Plugin marketplace/ecosystem not updating properly, persists after reinstall (macOS)",duplicate
45589,2026-04-09T05:25:37Z,[Bug] Garbled output in session - non-readable gibberish instead of valid messages,duplicate
45588,2026-04-09T05:24:09Z,Bash tool PATH contains literal unexpanded ${PATH} string,bug|has repro|platform:macos|area:bash
45585,2026-04-09T05:19:38Z,"Chrome MCP bridge: all tab actions fail with ""tab no longer exists"" on Windows",bug|has repro|platform:windows|area:mcp|area:browser-extension|area:chrome
45584,2026-04-09T05:16:48Z,[FEATURE] VS Code扩展中用户消息靠右显示，希望支持自定义对齐方式,duplicate
45582,2026-04-09T05:09:34Z,Remote trigger runs return config JSON but don't execute,duplicate
45581,2026-04-09T04:50:26Z,Background agent task-notifications silently dropped when multiple agents complete within seconds,bug|has repro|platform:macos|area:agents
45580,2026-04-09T04:47:29Z,Desktop app Web tab shows 'No web sessions yet' despite sessions existing on claude.ai/code,duplicate
45576,2026-04-09T04:33:12Z,[Feature Request] Add option to disable survey prompt,duplicate
45574,2026-04-09T04:27:20Z,"[BUG] ""model"" setting in settings.json not respected on session start — must manually run /model each time",duplicate
45573,2026-04-09T04:26:26Z,Feature request: Inline/tab code completions in VS Code and JetBrains extensions,duplicate
45571,2026-04-09T04:25:54Z,Feature: namespace prefix for project plugins (.claude-plugin/),duplicate
45570,2026-04-09T04:25:38Z,Sandbox denyRead is bypassed by allowRead on parent directory and by Bash child processes,bug|has repro|platform:macos|area:security|area:sandbox
45568,2026-04-09T04:23:04Z,[BUG] no way to turn off /buddy in bottom right of terminal,bug|duplicate|platform:windows|area:tui
45566,2026-04-09T04:16:13Z,"[BUG] ExitPlanMode tool fails with ""stream closed"" error, leaving plan mode stuck",duplicate
45562,2026-04-09T04:03:37Z,"[Bug] IME composition events not handled in CLI input on Windows (Vietnamese, CJK languages)",duplicate
45561,2026-04-09T03:59:24Z,Claude Code makes changes beyond the scope of what was requested,duplicate
45559,2026-04-09T03:41:21Z,No way to access previous session context or drag files into CLI,duplicate
45557,2026-04-09T03:40:29Z,Previous session claimed to save files but didn't actually write them,duplicate
45556,2026-04-09T03:40:01Z,Terminal UI not filling full width - right side truncated in iTerm2,duplicate
45555,2026-04-09T03:37:18Z,[BUG] Edits hidden by collapsible in TUI require mouse input to view,bug|platform:macos|area:tui|regression
45554,2026-04-09T03:28:56Z,[BUG] Cowork Scheduled Tasks: EXDEV cross-device link error on SKILL.md (Documents on different drive than AppData),bug|platform:windows|area:cowork
45550,2026-04-09T03:06:16Z,Claude Code normalizes broken tests with @skip instead of fixing them,duplicate
45547,2026-04-09T02:58:21Z,[BUG] Slash commands/skills in .claude/commands/ not discovered when using symlinks (regression),duplicate
45546,2026-04-09T02:55:56Z,[Bug] Claude Code generates task graphs with lost reasoning context and ignores provided implementation details,duplicate
45542,2026-04-09T02:39:07Z,Plugin cache not refreshed when version number is unchanged after uninstall/install,duplicate
45541,2026-04-09T02:36:40Z,v2.1.97 crashes on Linux x64 with Bun CommonJS module error,bug|has repro|platform:linux|area:packaging
45540,2026-04-09T02:24:33Z,[Bug] Significant performance regression in multi-repository task handling since early April,bug|performance
45537,2026-04-09T02:07:22Z,[Bug] Terminal scroll speed too fast in Claude Code TUI after Cursor v3.0.13 update (macOS trackpad),duplicate
45536,2026-04-09T02:02:24Z,[Bug] Agent mode setup download hangs on desktop app,duplicate
45533,2026-04-09T01:59:03Z,MCP OAuth: 'Server not found' when re-adding remote MCP server after deploy,invalid
45530,2026-04-09T01:49:28Z,"Error: VM starts successfully (HCS shows success) but Linux kernel never boots,",duplicate
45528,2026-04-09T01:37:44Z,[FEATURE] Add a /discuss mode for discussion only,duplicate
45526,2026-04-09T01:30:11Z,[Feature Request] Sticky headers in terminal output for conversation context,duplicate
45523,2026-04-09T01:20:08Z,Claude Code takes unauthorized actions on production servers without user permission,duplicate
45522,2026-04-09T01:16:30Z,"Feature Request: Allow customizing session title format (e.g., project name prefix)",duplicate
45518,2026-04-09T01:07:12Z,[BUG] Official Greptile Plugin won't Authenticate: Error: SDK auth failed: Incompatible auth server: does not support dynamic client registration,duplicate
45517,2026-04-09T00:57:53Z,[BUG] /buddy command and companion completely missing in v2.1.97 (works in v2.1.96),bug|platform:windows|area:tui
45514,2026-04-09T00:48:17Z,[FEATURE] Plugin/hook system parity for Claude Desktop app (Code/Cowork),duplicate
45511,2026-04-09T00:41:11Z,Deny list does not override allow list — broader allow pattern defeats specific deny,duplicate
45510,2026-04-09T00:36:39Z,Plugin skills not appearing in slash command autocomplete,bug|has repro|platform:macos|area:cli|area:skills|area:plugins
45499,2026-04-08T23:30:39Z,[Bug] LLM generates duplicate consecutive response blocks,duplicate
45498,2026-04-08T23:27:42Z,[Bug] Undetected database drift causes data inconsistency requiring full reset,bug|platform:macos|area:lsp|needs-info
45495,2026-04-08T23:20:55Z,[Bug] --resume flag doesn't emit OSC smart title,bug|platform:linux|area:tui|area:cli
45494,2026-04-08T23:18:00Z,[Bug] Invalid environment config values cause runtime error instead of validation,bug|platform:macos|area:core
45492,2026-04-08T23:12:59Z,"[BUG] session quality degraded significantly from prior sessions — workflow ordering errors, missed requirements from plan   doc that was already loaded -- felt like catastrophic forgetting.",duplicate
45491,2026-04-08T23:11:21Z,[MODEL] Opus 4.6 Hallucinations,duplicate
45489,2026-04-08T23:10:09Z,"Windows: MSIX update fails — Desktop processes don't terminate, causing file lock",duplicate
45488,2026-04-08T23:09:58Z,[Bug] `/buddy` command removed or no longer functional,bug|platform:macos|area:tui
45487,2026-04-08T23:09:27Z,[BUG] Opus 4.6 NERFED into the ground,bug|platform:linux|area:model|needs-repro|api:anthropic
45486,2026-04-08T23:05:39Z,[Bug] Degraded Response Quality Across All Models,invalid
45485,2026-04-08T23:05:29Z,[BUG] notifications/claude/channel MCP notifications silently dropped on Windows for online-mode plugins,bug|has repro|platform:windows|area:mcp
45484,2026-04-08T23:05:22Z,[DOCS] `/claude-api` skill description omits Managed Agents coverage,documentation|area:skills|area:docs
45483,2026-04-08T23:04:21Z,[DOCS] Bash tool tracing docs missing `TRACEPARENT` subprocess propagation,documentation|area:bash|area:docs
45481,2026-04-08T23:02:19Z,[DOCS] Status line docs outdated about context-low warning location,documentation|area:docs|area:statusline
45478,2026-04-08T23:00:17Z,[DOCS] Bash tool: 'working directory persists' claim omits workspace-boundary auto-reset,documentation|area:bash|area:docs
45473,2026-04-08T22:56:12Z,[DOCS] Subagent docs omit working-directory isolation and `cwd:` override behavior,documentation|area:agents|area:docs
45471,2026-04-08T22:55:11Z,[DOCS] `/resume` documentation conflicts on picker scope and displayed summary text,documentation|area:docs
45470,2026-04-08T22:54:58Z,Grep tool: spawn 'rg' ENOENT on macOS v2.1.96 (regression of #15026),bug|has repro|platform:macos|area:tools|platform:vscode|regression
45466,2026-04-08T22:51:06Z,[DOCS] Status line docs missing `workspace.git_worktree` field,documentation|area:statusline
45462,2026-04-08T22:45:16Z,[Bug] Claude Code ignores claude.md safety instructions for destructive commands,duplicate
45461,2026-04-08T22:42:10Z,コードタブの会話タイトルが会話の言語に合わせて生成されない,duplicate
45459,2026-04-08T22:38:09Z,[Feature Request] Suppress upgrade notifications until release is available in Homebrew,duplicate
45457,2026-04-08T22:34:48Z,[BUG] VS Code extension shows identical usage stats across different accounts in separate windows,bug|has repro|platform:windows|area:ide|platform:vscode
45454,2026-04-08T22:22:46Z,Discover tab shows plugins that are already installed at project scope,bug|has repro|area:plugins
45448,2026-04-08T22:09:50Z,[Bug] Claude not following strategic context in multi-step code changes,duplicate
45447,2026-04-08T22:09:50Z,[FEATURE] Cross-machine session portability (relative path resolution for project contexts),duplicate
45444,2026-04-08T21:53:34Z,"I appreciate the detailed self-assessment, but I need to clarify: this appears to be a personal reflection on development process failures rather than a bug report for Claude Code itself.

If you're reporting an issue with **Claude Code** (Anthropic's CLI",invalid
45443,2026-04-08T21:51:11Z,[BUG] Desktop App wont load,invalid
45440,2026-04-08T21:49:26Z,"[BUG] Remote run stuck, no cancel option, no visible timeout",duplicate
45439,2026-04-08T21:48:43Z,[FEATURE] Text to Voice in Claude console for AI Study Buddy,duplicate
45438,2026-04-08T21:47:27Z,Plugin SessionStart hooks execute but additionalContext stdout is silently discarded,bug|has repro|platform:macos|area:hooks|area:plugins
45436,2026-04-08T21:42:41Z,[Bug] Write tool silently fails when tool_use truncated by max_tokens limit,duplicate
45434,2026-04-08T21:21:01Z,[BUG] Claude Code process locks up after /memory opens file in editor,bug|has repro|platform:macos|area:tui
45433,2026-04-08T21:18:55Z,[BUG] Cowork filesystem mount serves stale content and metadata; Claude Code on the same machine reads correctly,duplicate
45431,2026-04-08T21:17:04Z,[BUG] Silent failure on MacOS when /desktop transfers session to TCC-protected directory,duplicate
