number,created_at,title,labels
44829,2026-04-07T19:03:17Z,Feature request: Suppress auto-memory system prompt when autoMemoryEnabled=false,enhancement|area:core
44828,2026-04-07T19:00:23Z,Rewind picker is unusable in sessions driven by plugin channel notifications (`isMeta:true` filter),bug|has repro|platform:windows|area:tui|area:plugins
44826,2026-04-07T18:59:25Z,MCP parameter parser silently swallows args on mismatched close tag,bug|has repro|area:mcp
44823,2026-04-07T18:54:15Z,[BUG] `/export` mangles filename when relative path has no extension,bug|has repro|platform:macos|area:cli
44821,2026-04-07T18:51:35Z,[BUG],bug|platform:macos|area:cost
44820,2026-04-07T18:50:48Z,[FEATURE]   PreMemoryWrite / PostMemoryWrite hook events for auto memory.,enhancement|memory|area:hooks
44818,2026-04-07T18:50:05Z,Auto mode breaks when managed-settings.json is deployed (API direct org),bug|has repro|platform:macos|area:permissions
44817,2026-04-07T18:49:36Z,[BUG] `/export` concatenates multiple arguments into a single filename when no extension present,bug|has repro|platform:macos|area:cli
44814,2026-04-07T18:46:57Z,[BUG] `/export` silently ignores destination argument when filename has extension,bug|has repro|platform:macos|area:cli
44812,2026-04-07T18:43:28Z,[Bug] Screenshot capture fails to process image data,bug|platform:windows|area:bash
44810,2026-04-07T18:38:32Z,Add --color CLI flag for session color (enable hook/alias automation),duplicate|enhancement|area:cli
44808,2026-04-07T18:33:51Z,[BUG] /release-notes injects full changelog into conversation context (eats tokens),bug|has repro|platform:linux|area:cost|area:tui|regression
44807,2026-04-07T18:32:34Z,[Bug] Update notification persists after successful brew upgrade on stable channel,bug|platform:macos|area:packaging
44805,2026-04-07T18:30:03Z,"Remote Control: mobile app fails with ""GitHub repository access check failed"" when environment has git_repo_url",bug|has repro|platform:macos|platform:ios
44804,2026-04-07T18:26:53Z,ultraplan: 30-min timeout silently discards all generated output and wastes tokens,bug|platform:windows|area:cowork
44803,2026-04-07T18:20:29Z,"[MODEL] Claude 4.6 Opus agrees by default, only pushes back when explicitly asked -- despite clear instructions not to",bug|area:model|model
44802,2026-04-07T18:13:44Z,[BUG],bug|area:model
44800,2026-04-07T18:10:03Z,Add CLI flag or settings key for session color,duplicate|enhancement|area:tui|area:cli
44796,2026-04-07T18:03:45Z,[Bug] MCP connectors unavailable in remote trigger environments,bug|area:mcp
44794,2026-04-07T17:56:43Z,Status line: context percentage text intermittently disappears on re-render,bug|platform:macos|area:statusline
44793,2026-04-07T17:50:23Z,"[FEATURE] Config option to default /resume session picker to ""all projects"" view",enhancement|area:cli
44791,2026-04-07T17:43:03Z,/model silently wipes sandbox allowlist - security issue,bug|has repro|area:security|area:permissions
44789,2026-04-07T17:33:42Z,Auto-compact sessions after idle timeout,enhancement|area:core
44786,2026-04-07T17:21:27Z,Programmatic session naming — hook-callable rename + Skill tool as hook target,enhancement|area:hooks|area:skills
44784,2026-04-07T17:18:59Z,[BUG] Shared chat experience is poor,bug|user-experience|area:claude-code-web
44783,2026-04-07T17:17:29Z,Parent session deadlocks when subagent tool execution hangs — no timeout or recovery,bug|has repro|platform:linux|area:agents
44779,2026-04-07T17:08:54Z,[BUG] No visibility into session token cost — 1M context window makes existing warnings useless,enhancement|area:cost|area:tui|area:statusline
44778,2026-04-07T17:07:25Z,[Bug] System events delivered as user-role messages cause model to fabricate user consent and act on it,bug|has repro|area:core|area:security|area:agents
44774,2026-04-07T17:00:19Z,headersHelper silently ignored since v2.1.85 — Claude Code skips to OAuth discovery instead,bug|has repro|area:mcp|regression
44773,2026-04-07T17:00:00Z,[Bug] Update notification appears when no update is available,bug|duplicate|platform:macos|area:packaging
44772,2026-04-07T16:54:53Z,[FIX] Rewind picker shows no pre-compact messages for sessions > 5 MB,bug|has repro|area:tui
44771,2026-04-07T16:54:25Z,Scheduled agents: async approval for permission prompts (e.g. via Slack),enhancement|area:agents|area:permissions
44770,2026-04-07T16:50:07Z,Feature request: keybinding action to attach the currently active IDE file,enhancement|area:ide|platform:vscode|keybindings
44769,2026-04-07T16:48:19Z,"[BUG] Programmatic EnterPlanMode call crashes session with ""Auto mode is unavailable for your plan"" — no graceful fallback",bug|duplicate|platform:macos|area:permissions
44766,2026-04-07T16:45:28Z,Ultraplan remote session offers 'implement here' but cannot push code,bug|has repro|platform:macos|area:cowork
44763,2026-04-07T16:30:57Z,Show timestamps on conversation messages,enhancement|area:tui
44760,2026-04-07T16:26:25Z,[FEATURE] Need KV-Cache storage options.,enhancement|area:cost|area:api
44756,2026-04-07T16:16:26Z,[BUG] Skills silently fail in --print mode with no error or warning,bug|has repro|platform:macos|area:cli|area:skills
44755,2026-04-07T16:13:14Z,Feature request: PostClear hook (or SessionReset event),enhancement|area:hooks
44754,2026-04-07T16:12:15Z,[FEATURE] Support TLS/SSL configuration for HTTP MCP servers,enhancement|area:mcp
44752,2026-04-07T16:10:13Z,"[BUG] VSCode ""There's an issue with the selected model"" With OpenRouter",bug|platform:linux|platform:vscode|area:providers
44751,2026-04-07T16:09:31Z,[Bug] Claude ignores memory files and repeats errors across conversations,bug|platform:macos|area:model|memory
44750,2026-04-07T16:03:47Z,Session continuation consumes excessive tokens - 23% budget for trivial continue message,bug|has repro|platform:windows|area:cost|platform:vscode
44748,2026-04-07T16:00:39Z,[FEATURE] Option to disable humorous verbs for completion message,enhancement|area:tui
44745,2026-04-07T15:54:46Z,[MODEL] Claude skips documentation lookup despite explicit CLAUDE.md instruction to read docs first,bug|area:model|model
44743,2026-04-07T15:50:30Z,"[Bug] Model generation stuck in repetitive token loop with ""prevent"" keyword",bug|area:model
44732,2026-04-07T15:37:49Z,[BUG] Hook loop silently burns all context tokens — session dies with no warning that a hook caused it,bug|has repro|platform:windows|area:cost|area:hooks
44731,2026-04-07T15:37:16Z,"MCP instruction deltas fork subagent conversations, doubling execution cost",bug|has repro|platform:macos|area:cost|area:mcp|area:agents
44729,2026-04-07T15:34:31Z,"[BUG] OAuth token expired → /login times out, no recovery path",bug|platform:macos|area:auth
44726,2026-04-07T15:24:19Z,[BUG]  [Billing],bug|platform:linux|area:cost|api:anthropic
44725,2026-04-07T15:19:44Z,"[BUG] OAuth login fails with ""Internal server error"" (status 500) on Windows — Claude Max subscription",bug|platform:windows|area:auth
44724,2026-04-07T15:17:25Z,Subagent cache miss on first SendMessage resume (cache_read=0),bug|has repro|platform:macos|area:cost|area:agents
44723,2026-04-07T15:16:37Z,[FEATURE] Include per-request peak context usage in sub-agent result data,enhancement|area:agents
44722,2026-04-07T15:16:18Z,swift-lsp plugin reports false positive diagnostics for iOS-only Swift packages (UIKit types not found),bug|has repro|platform:macos|area:lsp
44719,2026-04-07T14:59:13Z,[BUG] Claude Code Won't Authenticate,bug|platform:macos|area:auth
44717,2026-04-07T14:53:17Z,[BUG] Same windows OAUTH issue from yesterday,bug
44716,2026-04-07T14:46:22Z,[Feature Request] Add toggle to disable rainbow color gradients in CLI output,enhancement|platform:linux|area:tui
44713,2026-04-07T14:38:57Z,[BUG] File links in Claude Code panel non-functional - regression from v2.1.4 fix,bug|platform:windows|area:ide|platform:vscode|regression
44712,2026-04-07T14:35:23Z,[FEATURE] Channel notifications: allow configurable display length or full-text rendering,enhancement|area:tui|area:mcp
44711,2026-04-07T14:32:32Z,"[Docs] 3 flags in --help not documented in CLI reference (v2.1.92): --brief, --file, --mcp-debug",documentation|area:cli|area:docs
44709,2026-04-07T14:27:18Z,[Bug] Subagents default to bare repo root instead of current worktree directory,bug|platform:macos|area:agents
44708,2026-04-07T14:25:30Z,[Bug] Plan mode triggers 'Auto mode is unavailable for your plan' on Max subscription,bug|duplicate|platform:macos|area:permissions
44707,2026-04-07T14:25:29Z,[Docs] Hook exit codes: exit(1) silently non-blocking - needs prominent warning,enhancement|area:hooks|area:docs
44702,2026-04-07T14:16:28Z,"[BUG] Telegram channel plugin: inbound messages fail with ""out of extra usage"" after 2-3 turns on Max subscription; fakechat works indefinitely on same account",bug|platform:linux|area:plugins
44700,2026-04-07T14:14:28Z,You've hit your limit · resets 2pm (America/Cordoba),question|area:cost
44699,2026-04-07T14:11:23Z,[Bug] Anthropic API Error: Disproportionate Token Usage on Single Request,bug|area:cost|platform:intellij|needs-info
44697,2026-04-07T14:01:24Z,[FEATURE],enhancement|area:tui|area:permissions
44696,2026-04-07T13:59:58Z,Wide markdown tables collapse into stacked key-value cards instead of rendering as tables,bug|platform:macos|area:tui
44695,2026-04-07T13:58:52Z,[Bug] Excessive token consumption on initial commands - disproportionate to actual work performed,bug|platform:windows|area:cost|platform:intellij
44694,2026-04-07T13:57:22Z,[FEATURE] Per-tab IDE context isolation in VS Code extension,enhancement|area:ide|platform:vscode
44691,2026-04-07T13:29:45Z,[FEATURE] Add a setting to opt out of recursive skill/agent inheritance from parent directories,enhancement|area:agents|area:skills
44686,2026-04-07T13:12:38Z,[BUG] Cowork: conversation thread renders incorrectly after navigating away and back during long session,bug|area:cowork|area:ui
44683,2026-04-07T13:00:51Z,Significant quality regression — feels like a lower-tier model is being served,bug|platform:macos|area:model
44682,2026-04-07T12:58:09Z,Model-level reasoning degradation: thinking loops waste compute and degrade output quality,bug|area:model
44678,2026-04-07T12:43:00Z,Support subfolder organization for slash commands,enhancement|area:skills
44674,2026-04-07T12:21:23Z,[Bug] Claude Code not following skill instructions,bug|platform:windows|area:model|area:skills
44670,2026-04-07T12:09:43Z,Telegram plugin: zombie bun processes after Claude Code exits (~99% CPU each),bug|has repro|platform:macos|area:mcp
44668,2026-04-07T12:08:55Z,[BUG] Cowork Windows: EXDEV cross-device rename failure causes machine crashes on bundle update — affects all MSIX installs,bug|has repro|platform:windows|area:cowork
44665,2026-04-07T11:58:39Z,Remote Control: responses not sent back to remote device after auto-compact,bug|has repro|platform:windows
44664,2026-04-07T11:56:44Z,Discord channel plugin: bot stays offline in certain project directories,bug|platform:macos|area:plugins
44663,2026-04-07T11:55:59Z,[Bug] Session token limit exceeded at 84% usage,bug|platform:linux|area:core|platform:vscode
44660,2026-04-07T11:44:01Z,Extreme session limit consumption for simple responses (Claude Pro plan),bug|duplicate|area:cost
44659,2026-04-07T11:41:32Z,Portable Developer Profile (/export-profile / /import-profile),enhancement|area:skills
44657,2026-04-07T11:38:53Z,"[BUG] Subagent Write tool rejects .md files named ""report""/""summary""/""findings""/""analysis"" — no opt-out",bug|platform:linux|area:tools|area:agents
44656,2026-04-07T11:35:41Z,[FEATURE] Isolated multi-repo environments for Claude Code,enhancement|area:cli
44655,2026-04-07T11:32:49Z,Korean voice dictation missing spaces between words,bug|has repro|platform:macos
44654,2026-04-07T11:29:47Z,"[BUG] Cowork stuck on 'Authenticating' — OAuth exchange hangs with no response (macOS, M3)",bug|platform:macos|area:auth|area:cowork
44653,2026-04-07T11:27:21Z,Plan mode: ExitPlanMode tool not available via ToolSearch,bug|platform:windows|area:tools
44652,2026-04-07T11:25:49Z,[BUG] MCP OAuth 403 insufficient_scope step-up authorization does not trigger re-authorization flow,bug|has repro|platform:macos|area:auth|area:mcp
44648,2026-04-07T11:23:37Z,[FEATURE] Persistent governance context to address context dilution,enhancement|area:core
44646,2026-04-07T11:18:00Z,[FEATURE] Add configurable text streaming speed for readability,enhancement|area:tui|area:cli
44643,2026-04-07T11:06:07Z,[BUG] Remote session (ultraplan) receives wrong project context,bug|has repro|platform:macos|area:cowork
44642,2026-04-07T11:04:47Z,[BUG] disableBypassPermissionsMode in managed-settings.json has no effect (v2.1.92),bug|has repro|platform:macos|area:security|area:permissions
44641,2026-04-07T11:00:03Z,[MODEL] Code review failure: --delete rsync to / destroyed robot device filesystem,bug|area:model|model|data-loss
44640,2026-04-07T10:57:35Z,[BUG] Server-managed settings from admin console not syncing to Claude Code CLI,bug|has repro|platform:macos|area:permissions
44634,2026-04-07T10:51:26Z,[FEATURE] Deduplicate CI status desktop notifications — only notify on new/changed status,enhancement|platform:macos|area:desktop
44633,2026-04-07T10:50:52Z,"[Feature Request] Update timezone display from ""Europe/Kiev"" to ""Europe/Kyiv""",enhancement|platform:windows|area:tui|external
44628,2026-04-07T10:42:16Z,Auto-assign session colors when multiple sessions run in the same project,enhancement|area:tui
44626,2026-04-07T10:39:14Z,[Bug] Claude Code CLI fails to initialize or execute commands,bug|platform:windows|needs-repro
44625,2026-04-07T10:38:09Z,VS Code extension session list missing sessions that exist on disk,bug|has repro|platform:windows|platform:vscode
44624,2026-04-07T10:36:55Z,"[Feature Request] Add word-wrapping option for extended explanations in ""No"" multi-choice option",enhancement|platform:macos|area:tui
44620,2026-04-07T10:26:00Z,"[BUG] 🐞Claude Code is not seeing file changes because of ""optimising""",bug|has repro|platform:linux|area:tools|platform:vscode
44618,2026-04-07T10:20:24Z,Add persistent session color setting per project,duplicate|enhancement|area:tui
44613,2026-04-07T09:57:05Z,[Bug] Excessive token consumption in long-running sessions,bug|platform:macos|area:cost
44612,2026-04-07T09:56:19Z,[MODEL] opus4.6,bug|area:model|model
44608,2026-04-07T09:45:12Z,[BUG] Claude Project Sync Issue,invalid
44606,2026-04-07T09:40:55Z,[BUG] plansDirectory does not expand tilde (~) in path,bug|has repro|platform:macos
44605,2026-04-07T09:39:34Z,Chrome extension not connecting to native messaging host (macOS),bug|has repro|platform:macos|area:chrome
44604,2026-04-07T09:33:45Z,"[FEATURE] Prefer plain text over image when pasting from rich text sources (e.g. Word, Excel)",enhancement|platform:macos|platform:vscode
44601,2026-04-07T09:27:28Z,PostToolUse hook stdin: tool_response.stderr is always empty,bug|area:bash|area:hooks
44600,2026-04-07T09:27:22Z,[BUG] Claude Opus quality regression since ~January 2025,bug|area:model
44598,2026-04-07T09:24:05Z,[FEATURE] Session-scoped compaction-resistant context (`/pin`),duplicate|enhancement
44597,2026-04-07T09:21:29Z,[FEATURE] Generate globally-unique subagent IDs to enable reliable session analysis,enhancement|area:agents
44596,2026-04-07T09:15:22Z,[BUG] Long-running Bash tool (900s timeout) completes but tool_result never delivered — conversation silently rewound via isMeta synthetic message,bug|has repro|platform:macos|area:core|area:bash
44595,2026-04-07T09:15:18Z,Support primary/fallback billing (subscription + API key overflow),enhancement|area:auth
44590,2026-04-07T08:49:14Z,[FEATURE] Add setting to customize or disable terminal title override,duplicate|enhancement|area:tui
44589,2026-04-07T08:44:51Z,Memory writes should have distinct visual styling in terminal output,enhancement|area:tui|memory
44585,2026-04-07T08:35:08Z,"/login shows ""Login successful"" but immediately reverts to ""Not logged in""",bug|has repro|platform:windows|area:auth
44584,2026-04-07T08:31:42Z,[Feature Request] Auto-detect task complexity and dynamically switch models and effort levels,duplicate|enhancement|area:model
44580,2026-04-07T08:18:36Z,[BUG],bug|area:mcp|area:ide|platform:vscode
44578,2026-04-07T08:16:04Z,[Bug] Cannot paste instant screenshot on Linux/Ubuntu,bug|platform:linux|area:tui
44576,2026-04-07T08:10:56Z,上传文件在会话中如果这个会话半小时没有响应，文件上传会识别失败，需要新建对话才能上传成功,bug|area:cowork
44569,2026-04-07T07:42:57Z,[BUG],bug|has repro|platform:linux|area:tui
44568,2026-04-07T07:39:24Z,[FEATURE] Add config option to disable 'How is Claude doing?' feedback prompt,enhancement|area:tui
44567,2026-04-07T07:38:09Z,[BUG] bwrap fails in a worktree when .claude/skills is a symlink in a repository,bug|has repro|api:bedrock|platform:linux|area:sandbox
44566,2026-04-07T07:36:43Z,[Bug] Remote session stuck after plan generation without remote configuration,bug|area:cowork|platform:web
44563,2026-04-07T07:33:21Z,[BUG] skill-creator: run_loop.py crashes on Windows with UnicodeEncodeError on HTML report,bug|has repro|platform:windows|area:skills
44561,2026-04-07T07:28:31Z,[BUG] skill-creator: scripts fail on Windows when Python is managed by uv,bug|platform:windows|area:skills
44559,2026-04-07T07:25:06Z,"[BUG] Session not logging into Subscription, using API credits instead.",bug|platform:macos|area:auth
44558,2026-04-07T07:22:04Z,"[BUG] App intermittently goes permanently blank/white during active session — no crash logged, no recovery",bug|has repro|platform:windows|area:desktop
44553,2026-04-07T07:01:46Z,[BUG] Session limit reached far ahead of time compared to entire month of March.,bug|duplicate|platform:linux|area:cost|platform:vscode
44552,2026-04-07T06:48:36Z,Allow users to rename conversation tabs in VS Code extension,enhancement|area:ide|platform:vscode
44550,2026-04-07T06:48:06Z,[BUG] [Cowork] Windows 11 Pro MSIX: Plan9 share 'h' fails with 0x800703ed / HcsWaitForOperationResult,bug|platform:windows|area:cowork
44546,2026-04-07T06:21:44Z,"VS Code: Local sessions sidebar ignores useTerminal setting, opens native UI instead of terminal",bug|has repro|platform:vscode
44544,2026-04-07T06:20:42Z,[FEATURE] Support gitlab in ultraplan,enhancement|area:cowork
44540,2026-04-07T06:06:49Z,"[BUG] Scheduled task sessions no longer auto-prefix date in session title (regression since ~April 3, 2026)",bug|platform:macos|area:cowork|regression
44538,2026-04-07T05:57:07Z,[BUG] Rewind list arrow key navigation broken in no-flicker mode,bug|has repro|platform:macos|area:tui
44536,2026-04-07T05:37:20Z,[FEATURE] Lazy context loading: extend the ToolSearch pattern to all context components,enhancement|area:core|area:mcp|area:skills
44534,2026-04-07T05:26:09Z,PreToolUse hook deny not enforced for Agent tool calls,bug|has repro|area:hooks|area:agents
44533,2026-04-07T05:17:21Z,[Bug] Sharp increase in token consumption since April 5-6 weekend — Max plan 5h limits hit in ~1-2h,bug|platform:macos|area:cost
44528,2026-04-07T05:03:52Z,Request: Enable /ultraplan for Max plan subscribers,enhancement|platform:windows
44524,2026-04-07T04:48:07Z,Auto-update repeatedly shows 'trying to add a new helper tool' dialog — OSStatus error -60006 (errAuthorizationCanceled),bug|has repro|platform:macos|area:desktop
44522,2026-04-07T04:46:59Z,[FEATURE] Windows: inherit SSH agent in git subshells (Git Bash / OpenSSH),enhancement|platform:windows
44521,2026-04-07T04:41:19Z,[FEATURE] Expose context_management / clear_tool_uses_20250919 config for long-running agent sessions,enhancement|area:core|area:agent-sdk
44520,2026-04-07T04:39:49Z,[MODEL] Opus 4.6 [1m] uses deprecated TaskOutput(block=true) instead of Read for backgrounded Bash output,bug|platform:macos|area:tools|area:model
44518,2026-04-07T04:36:26Z,[BUG] Severe startup lag when launching from a git subdirectory (regression since v2.1.87),bug|has repro|platform:windows|regression|area:cli
44511,2026-04-07T04:23:55Z,[FEATURE] Add chat:redo action (counterpart to chat:undo),enhancement|area:tui|keybindings
44505,2026-04-07T04:08:58Z,[FEATURE] Claude Code on Terminal can show datetime by conversation?,enhancement|area:tui|area:cli
44494,2026-04-07T03:45:34Z,[Bug] Excessive cache_read tokens consuming daily quota (95.3% of 33.2M tokens),bug|has repro|platform:macos|area:cost
44493,2026-04-07T03:43:00Z,[BUG] Claude Code sends desktop notification in the Kitty terminal even if I've focused on the terminal window,bug|platform:linux|area:tui
44492,2026-04-07T03:41:42Z,[Bug] CLAUDE_CODE_NO_FLICKER=1 prevents full content preview with /resume,bug|platform:macos|area:tui
44490,2026-04-07T03:31:24Z,[BUG] Glob tool cannot find files under .claude/ directory (regression 2.1.81 → 2.1.92),bug|duplicate|has repro|platform:linux|area:tools|regression
44486,2026-04-07T03:06:34Z,[BUG] CoworkVMService crashes when external/USB drive cannot be mounted as Plan9 share   (v1.569.0.0),bug|duplicate|has repro|platform:windows|area:cowork|area:desktop
44485,2026-04-07T02:56:48Z,"[BUG] Cowork broken on macOS arm64: downloads.claude.ai serves 40MB tarball for claude-code 2.1.87, client expects 182MB (TAR_BAD_ARCHIVE)",bug|has repro|platform:macos|area:cowork|area:desktop
44483,2026-04-07T02:50:11Z,[BUG] spinnerTipsOverride with excludeDefault:false still hides all default tips,bug|platform:macos|area:tui
44482,2026-04-07T02:44:43Z,"PreToolUse hooks: two Windows bugs — echo corrupts JSON, pre-approved permissions bypass hooks",bug|has repro|platform:windows|area:hooks|area:permissions
44481,2026-04-07T02:43:48Z,Agent Teams: 429/529 API errors on Max plan with concurrent teammates,enhancement|area:agents
44480,2026-04-07T02:37:53Z,[BUG] Messages disappear when switching tabs while response is streaming,bug|platform:macos|area:claude-code-web|platform:web
44479,2026-04-07T02:31:59Z,[Feature Request] LaTeX rendering support in terminal output,enhancement|platform:macos|area:tui
44477,2026-04-07T02:24:42Z,"Channel attribution 'Sent by Claude' cannot be disabled, overrides plugin signature setting",bug|has repro|platform:macos|area:plugins
44476,2026-04-07T02:24:09Z,"[FEATURE] Jetbrains : Show changes with the red and green lines in editor, the same as copilot and jetbrains ai do.",enhancement|area:ide|platform:intellij
44475,2026-04-07T02:22:57Z,[MODEL] claude sonnet 4.6,question|area:cost|model
44472,2026-04-07T02:14:10Z,Community Plugin: /dispatch — Parallel task dispatcher across tmux sessions,enhancement|area:plugins
44470,2026-04-07T02:02:16Z,[Enhancement] Allow changing plugin scope (Project/Local/User) from the TUI,enhancement|area:tui|area:plugins
44468,2026-04-07T02:00:06Z,Allow configuring voice mode push-to-talk keybind,enhancement|area:tui
44466,2026-04-07T01:49:33Z,"IDE detection reports ""vscode"" when running inside Cursor",bug|platform:macos|area:ide
44461,2026-04-07T01:11:18Z,[MODEL] Claude Code (Opus 4.6) — Systematic Rule Violation and User Authority Override,bug|platform:windows|area:model|model
44460,2026-04-07T01:10:00Z,[FEATURE] Claude Desktop: Support for working is subfolder of mono-repo,enhancement|area:desktop
44459,2026-04-07T01:06:27Z,"Claude misinterprets 'Continue from where you left off' system message, truncating response after tool use",bug|platform:macos|area:model
44457,2026-04-07T01:02:06Z,"[FEATURE] When Claude proposes changes via a diff, open the diffs tab in a different editor group than the one with the chat",enhancement|area:ide|platform:vscode
44456,2026-04-07T00:58:17Z,"CLI discards logical symlink path, uses realpath — degrades usability in deep directory trees",bug|has repro|platform:linux|area:cli
44453,2026-04-07T00:35:43Z,[BUG] Claude Max token quotas are badly broken,invalid
44451,2026-04-07T00:35:22Z,"Claude in Chrome: Team accounts show ""requires a claude.ai subscription"" error",bug|has repro|platform:macos|area:auth|area:chrome
44450,2026-04-07T00:31:18Z,[BUG] transcript_path in stop hook uses cwd hash instead of git-root hash when running in a git worktree,bug|has repro|platform:linux|area:hooks|platform:wsl
44449,2026-04-07T00:24:11Z,[FEATURE] Support Shift+PageUp/PageDown to extend text selection across pages in Scroll mode,enhancement|platform:macos|area:tui|keybindings
44447,2026-04-07T00:18:23Z,[Bug] Slash command menu not triggering mid-input in terminal mode,bug|has repro|platform:macos|area:tui
44443,2026-04-06T23:40:58Z,[FEATURE] Have SessionStart (or a new hook) that can prevent the session from starting up at all,enhancement|area:security|area:hooks
44440,2026-04-06T23:34:32Z,"[BUG] Agent session temp files use Dropbox-incompatible filenames (multiple dots), causing persistent sync errors",bug|platform:macos
44439,2026-04-06T23:34:22Z,[BUG] Vim mode caret stays as block in INSERT mode - should change to bar like standard vim,duplicate|enhancement|platform:windows|area:tui
44436,2026-04-06T23:20:46Z,[BUG] Cowork fails with Plan9 share 'd': HRESULT 0x80070005 - Windows (Microsoft Store install),bug|has repro|platform:windows|area:cowork|area:sandbox
44427,2026-04-06T22:39:57Z,[FEATURE] Make it easier to create and register local plugins without needing a marketplace,enhancement|area:plugins
44426,2026-04-06T22:35:08Z,Blockquote rendering in dark terminal is visually painful — needs block-level background,enhancement|platform:macos|area:tui
44423,2026-04-06T22:20:58Z,Feature: custom border/frame color in settings.json,enhancement|area:tui
44417,2026-04-06T22:18:22Z,[FEATURE],enhancement|area:tui|area:statusline
44415,2026-04-06T22:00:06Z,MCP Streamable HTTP: ~20% intermittent timeout on tool calls taking 300-500ms,bug|has repro|platform:linux|area:mcp
44409,2026-04-06T21:43:13Z,[BUG] Discord plugin: DM channels in access.groups fail allowlist check intermittently,invalid
44408,2026-04-06T21:34:32Z,remote-control rejects valid OAuth token (sk-ant-oat01- prefix false positive),bug|has repro|platform:macos|area:auth
44407,2026-04-06T21:34:31Z,[BUG] Cowork Google Drive Connection - toast appearing but panel not updating on chrome/Win11,bug|platform:windows|area:cowork
44405,2026-04-06T21:25:52Z,Claude Code caused 5 loss on vast.ai due to design bugs and monitoring failure,bug|area:model
44403,2026-04-06T21:18:18Z,[Bug] Regression: Claude Opus context window downgraded from 1M to 200K on Max plan,bug|duplicate|platform:macos|area:core|regression
44401,2026-04-06T21:15:14Z,[BUG] Claude code quality (Opus 4.6) has degraded,bug|platform:windows|area:model|platform:vscode
44395,2026-04-06T20:51:14Z,Telegram plugin: SNI-based DPI on institutional networks silently blocks all bot traffic — diagnostic and workaround,bug|area:plugins|area:networking
44389,2026-04-06T20:32:53Z,[BUG] Issues loggin in and reporting bugs on claude code CLI,bug|platform:macos|area:auth
44388,2026-04-06T20:32:39Z,[FEATURE] Include `logo_uri` in Claude Code CIMD metadata document,enhancement|area:auth
44387,2026-04-06T20:29:46Z,Claude should never skip steps in an established build pipeline,enhancement|area:model
44384,2026-04-06T20:13:15Z,Feature request: optional timestamps on messages in VS Code extension,enhancement|area:ide|platform:vscode
44383,2026-04-06T20:11:40Z,[Feature Request] Add pause/resume functionality for mid-execution context gathering,enhancement|platform:windows|area:tui
44381,2026-04-06T20:06:43Z,[BUG] Server outage caused immediate and total lockout of Claude Code in VS Code,bug|enhancement|platform:windows|area:auth|platform:vscode
44380,2026-04-06T20:06:19Z,Channel messages don't wake idle sessions (--channels plugin),bug|has repro|platform:macos|area:mcp
44379,2026-04-06T20:04:58Z,sandbox.filesystem.denyRead not enforced on bundled rg subprocess,bug|has repro|platform:macos|area:security|area:agent-sdk|area:sandbox
44378,2026-04-06T19:58:08Z,"[BUG] Claude Code CIMD omits application_type, causing loopback redirect URI interoperability issues",bug|has repro|platform:macos|area:auth
44377,2026-04-06T19:56:12Z,"[FEATURE] easier navigate to our prompts , no time waste scrolling up n down",enhancement|area:tui
44376,2026-04-06T19:49:35Z,[Bug] Claude ignores direct questions and provides unsolicited interpretations instead,bug|platform:macos|area:model
44373,2026-04-06T19:31:53Z,[BUG] Commit signing service outage on Claude Code web makes sessions unusable for git operations,bug|area:claude-code-web|platform:web
44371,2026-04-06T19:29:16Z,"Plugin skills load full SKILL.md content at startup, not frontmatter-only",bug|has repro|area:skills|area:plugins|performance
44370,2026-04-06T19:27:24Z,[BUG] FOR THE LOVE OF GOD AND ALL THATS HOLY -STOP THE PERMISSION PROMPTS!!!!!,bug|has repro|platform:macos|area:permissions
44369,2026-04-06T19:26:36Z,[BUG] CoWork: Chat switching causes user messages to anchor to bottom of viewport after conversation compaction,bug|platform:macos|area:cowork|area:ui
44367,2026-04-06T19:21:49Z,VSCode extension drops sessions with large early base64 images from session picker,bug|has repro|platform:windows|platform:vscode
44366,2026-04-06T19:21:08Z,[BUG] Cowork en Windows - Virtualization is not available,bug|duplicate|platform:windows|area:cowork
44364,2026-04-06T19:16:26Z,"[Bug] MCP server tool registration fails silently with ""required"": null in inputSchema",bug|has repro|platform:linux|area:mcp
44363,2026-04-06T19:15:42Z,[Bug] Sub-agents terminate immediately due to prompt size exceeding context window,bug|platform:macos|area:agents
44362,2026-04-06T19:14:24Z,"CLI hangs mid-execution on macOS (Apple Silicon, Opus 4.6 1M) — debug log shows dead event loop with only version timer surviving",bug|has repro|platform:macos|area:core
44361,2026-04-06T19:09:42Z,[BUG] claude.ai Slack MCP connector not available in Claude Code despite being connected in web settings,bug|platform:macos|area:mcp
44360,2026-04-06T19:08:11Z,[BUG]  Race conditions in teamMemorySync watcher: shutdown may miss pending pushes or leak timers,bug|has repro|platform:linux|area:core|platform:wsl
44359,2026-04-06T19:05:00Z,[FEATURE] Add PermissionGranted hook event,enhancement|area:hooks
44357,2026-04-06T18:58:18Z,Background tasks persist after /clear and cannot be stopped via programmatic Ctrl+C/Escape,bug|has repro|platform:macos|area:agents
44355,2026-04-06T18:55:50Z,[BUG] --tmux should not require --worktree — breaks multi-worktree session workflows,enhancement|area:cli
44354,2026-04-06T18:55:50Z,[BUG] Agent SDK: auto-compact completely broken on resumed sessions — reactive compaction handler is null,bug|has repro|area:agent-sdk
